name,team,points,ranking,type,year
Honoré Mikkel Frølich,Deceuninck - Quick Step,55.8,242,top-sprinters,2021
Battistella Samuele,Astana - Premier Tech,52,259,top-sprinters,2021
Gabburo Davide,Bardiani-CSF-Faizanè,51,271,top-sprinters,2021
Valter Attila,Groupama - FDJ,49,283,top-sprinters,2021
Mohorič Matej,Bahrain - Victorious,48.5,290,top-sprinters,2021
Evenepoel Remco,Deceuninck - Quick Step,46,301,top-sprinters,2021
Ravanelli Simone,Androni Giocattoli - Sidermec,43,317,top-sprinters,2021
Visconti Giovanni,Bardiani-CSF-Faizanè,41,330,top-sprinters,2021
Storer Michael,Team DSM,40,337,top-sprinters,2021
Bettiol Alberto,EF Education - Nippo,39.4,344,top-sprinters,2021
Soler Marc,Movistar Team,38.8,351,top-sprinters,2021
De Bondt Dries,Alpecin-Fenix,38,357,top-sprinters,2021
Bardet Romain,Team DSM,36.8,368,top-sprinters,2021
Sánchez Luis León,Astana - Premier Tech,36,370,top-sprinters,2021
Albanese Vincenzo,EOLO-Kometa,34,386,top-sprinters,2021
Edet Nicolas,Cofidis,33,392,top-sprinters,2021
Nibali Vincenzo,Trek - Segafredo,33,396,top-sprinters,2021
Seigle Romain,Groupama - FDJ,28,458,top-sprinters,2021
Torres Albert,Movistar Team,26,477,top-sprinters,2021
van den Berg Lars,Groupama - FDJ,26,476,top-sprinters,2021
Marengo Umberto,Bardiani-CSF-Faizanè,25,491,top-sprinters,2021
Mollema Bauke,Trek - Segafredo,24.5,499,top-sprinters,2021
Riesebeek Oscar,Alpecin-Fenix,22.4,548,top-sprinters,2021
Leysen Senne,Alpecin-Fenix,21,566,top-sprinters,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,20,608,top-sprinters,2021
Masnada Fausto,Deceuninck - Quick Step,20,594,top-sprinters,2021
De Buyst Jasper,Lotto Soudal,18.4,637,top-sprinters,2021
Hindley Jai,Team DSM,18,649,top-sprinters,2021
Oss Daniel,BORA - hansgrohe,18,643,top-sprinters,2021
Vanhoucke Harm,Lotto Soudal,17,657,top-sprinters,2021
Foss Tobias,Team Jumbo-Visma,16.3,677,top-sprinters,2021
Badilatti Matteo,Groupama - FDJ,16,692,top-sprinters,2021
Roche Nicolas,Team DSM,16,700,top-sprinters,2021
Neilands Krists,Israel Start-Up Nation,15.2,721,top-sprinters,2021
Brambilla Gianluca,Trek - Segafredo,14.7,745,top-sprinters,2021
Aleotti Giovanni,BORA - hansgrohe,14,774,top-sprinters,2021
Zana Filippo,Bardiani-CSF-Faizanè,14,768,top-sprinters,2021
Bouchard Geoffrey,AG2R Citroën Team,12,837,top-sprinters,2021
Richeze Maximiliano,UAE Team Emirates,11,849,top-sprinters,2021
Kangert Tanel,Team BikeExchange,11,851,top-sprinters,2021
Molard Rudy,Groupama - FDJ,10.7,863,top-sprinters,2021
Bennett George,Team Jumbo-Visma,10.4,866,top-sprinters,2021
Gavazzi Francesco,EOLO-Kometa,9,910,top-sprinters,2021
Champoussin Clément,AG2R Citroën Team,8.4,929,top-sprinters,2021
Arashiro Yukiya,Bahrain - Victorious,8.2,930,top-sprinters,2021
Bevin Patrick,Israel Start-Up Nation,8,944,top-sprinters,2021
Sivakov Pavel,INEOS Grenadiers,8,963,top-sprinters,2021
Lafay Victor,Cofidis,8,977,top-sprinters,2021
Keukeleire Jens,EF Education - Nippo,7.5,983,top-sprinters,2021
Ganna Filippo,INEOS Grenadiers,900,1,top-time-trial-riders,2021
Campenaerts Victor,Team Qhubeka ASSOS,493,3,top-time-trial-riders,2021
Almeida João,Deceuninck - Quick Step,344,8,top-time-trial-riders,2021
Cavagna Rémi,Deceuninck - Quick Step,340,9,top-time-trial-riders,2021
Tratnik Jan,Bahrain - Victorious,266,13,top-time-trial-riders,2021
De Gendt Thomas,Lotto Soudal,262,14,top-time-trial-riders,2021
Oliveira Nelson,Movistar Team,254,15,top-time-trial-riders,2021
Bilbao Pello,Bahrain - Victorious,228,20,top-time-trial-riders,2021
Evenepoel Remco,Deceuninck - Quick Step,160,27,top-time-trial-riders,2021
Sobrero Matteo,Astana - Premier Tech,158,29,top-time-trial-riders,2021
Dowsett Alex,Israel Start-Up Nation,152,32,top-time-trial-riders,2021
Brändle Matthias,Israel Start-Up Nation,150,33,top-time-trial-riders,2021
Kangert Tanel,Team BikeExchange,146,35,top-time-trial-riders,2021
Foss Tobias,Team Jumbo-Visma,125,41,top-time-trial-riders,2021
Caruso Damiano,Bahrain - Victorious,122,43,top-time-trial-riders,2021
Carthy Hugh,EF Education - Nippo,110,47,top-time-trial-riders,2021
Affini Edoardo,Team Jumbo-Visma,109,48,top-time-trial-riders,2021
van Emden Jos,Team Jumbo-Visma,108,50,top-time-trial-riders,2021
Bodnar Maciej,BORA - hansgrohe,106,51,top-time-trial-riders,2021
Soler Marc,Movistar Team,102,52,top-time-trial-riders,2021
Martínez Daniel Felipe,INEOS Grenadiers,102,53,top-time-trial-riders,2021
Bevin Patrick,Israel Start-Up Nation,85,64,top-time-trial-riders,2021
Castroviejo Jonathan,INEOS Grenadiers,70,77,top-time-trial-riders,2021
Gougeard Alexis,AG2R Citroën Team,69,78,top-time-trial-riders,2021
Denz Nico,Team DSM,64,86,top-time-trial-riders,2021
Walscheid Max,Team Qhubeka ASSOS,62,88,top-time-trial-riders,2021
Bettiol Alberto,EF Education - Nippo,60,93,top-time-trial-riders,2021
Hepburn Michael,Team BikeExchange,55,102,top-time-trial-riders,2021
Badilatti Matteo,Groupama - FDJ,50,112,top-time-trial-riders,2021
De Marchi Alessandro,Israel Start-Up Nation,47,117,top-time-trial-riders,2021
Landa Mikel,Bahrain - Victorious,45,121,top-time-trial-riders,2021
Rochas Rémy,Cofidis,42,127,top-time-trial-riders,2021
Yates Simon,Team BikeExchange,38,145,top-time-trial-riders,2021
Martin Dan,Israel Start-Up Nation,38,148,top-time-trial-riders,2021
Großschartner Felix,BORA - hansgrohe,35,152,top-time-trial-riders,2021
Valter Attila,Groupama - FDJ,33,163,top-time-trial-riders,2021
Fabbro Matteo,BORA - hansgrohe,30,178,top-time-trial-riders,2021
Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,26,237,top-time-trial-riders,2021
Mäder Gino,Bahrain - Victorious,26,240,top-time-trial-riders,2021
Leysen Senne,Alpecin-Fenix,26,232,top-time-trial-riders,2021
Roche Nicolas,Team DSM,25,282,top-time-trial-riders,2021
Niv Guy,Israel Start-Up Nation,25,285,top-time-trial-riders,2021
Sánchez Luis León,Astana - Premier Tech,25,244,top-time-trial-riders,2021
Bennett George,Team Jumbo-Visma,25,289,top-time-trial-riders,2021
Champoussin Clément,AG2R Citroën Team,24,291,top-time-trial-riders,2021
Serry Pieter,Deceuninck - Quick Step,23,294,top-time-trial-riders,2021
Mohorič Matej,Bahrain - Victorious,22,296,top-time-trial-riders,2021
Pozzovivo Domenico,Team Qhubeka ASSOS,22,304,top-time-trial-riders,2021
Izagirre Gorka,Astana - Premier Tech,20,318,top-time-trial-riders,2021
Bernal Egan,INEOS Grenadiers,20,341,top-time-trial-riders,2021
Wiśniowski Łukasz,Team Qhubeka ASSOS,20,317,top-time-trial-riders,2021
Ulissi Diego,UAE Team Emirates,19,370,top-time-trial-riders,2021
Sepúlveda Eduardo,Androni Giocattoli - Sidermec,18,373,top-time-trial-riders,2021
Janssens Jimmy,Alpecin-Fenix,17,383,top-time-trial-riders,2021
Fiorelli Filippo,Bardiani-CSF-Faizanè,16,406,top-time-trial-riders,2021
Ravanelli Simone,Androni Giocattoli - Sidermec,16,426,top-time-trial-riders,2021
Conti Valerio,UAE Team Emirates,14,454,top-time-trial-riders,2021
Nibali Vincenzo,Trek - Segafredo,14,458,top-time-trial-riders,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,12,476,top-time-trial-riders,2021
Hamilton Chris,Team DSM,12,475,top-time-trial-riders,2021
Felline Fabio,Astana - Premier Tech,10,574,top-time-trial-riders,2021
Vlasov Aleksandr,Astana - Premier Tech,9,599,top-time-trial-riders,2021
van Garderen Tejay,EF Education - Nippo,8,653,top-time-trial-riders,2021
Dina Márton,EOLO-Kometa,8,650,top-time-trial-riders,2021
Warbasse Larry,AG2R Citroën Team,8,624,top-time-trial-riders,2021
Taaramäe Rein,Intermarché - Wanty - Gobert Matériaux,7,675,top-time-trial-riders,2021
Kanter Max,Team DSM,6,737,top-time-trial-riders,2021
Masnada Fausto,Deceuninck - Quick Step,5,778,top-time-trial-riders,2021
Oss Daniel,BORA - hansgrohe,5,787,top-time-trial-riders,2021
Gabburo Davide,Bardiani-CSF-Faizanè,5,791,top-time-trial-riders,2021
Pellaud Simon,Androni Giocattoli - Sidermec,4,854,top-time-trial-riders,2021
Pronskiy Vadim,Astana - Premier Tech,4,834,top-time-trial-riders,2021
Tesfatsion Natnael,Androni Giocattoli - Sidermec,4,858,top-time-trial-riders,2021
Scotson Callum,Team BikeExchange,3,936,top-time-trial-riders,2021
Nizzolo Giacomo,Team Qhubeka ASSOS,433,10,best-classic-riders,2021
Vlasov Aleksandr,Astana - Premier Tech,400,12,best-classic-riders,2021
Merlier Tim,Alpecin-Fenix,369,15,best-classic-riders,2021
Bennett George,Team Jumbo-Visma,335,18,best-classic-riders,2021
Ciccone Giulio,Trek - Segafredo,308,21,best-classic-riders,2021
Nibali Vincenzo,Trek - Segafredo,306,22,best-classic-riders,2021
Ewan Caleb,Lotto Soudal,285,26,best-classic-riders,2021
Bettiol Alberto,EF Education - Nippo,276,28,best-classic-riders,2021
Pasqualon Andrea,Intermarché - Wanty - Gobert Matériaux,273,31,best-classic-riders,2021
Ulissi Diego,UAE Team Emirates,247,35,best-classic-riders,2021
Vermeersch Gianni,Alpecin-Fenix,232,42,best-classic-riders,2021
Vendrame Andrea,AG2R Citroën Team,211,49,best-classic-riders,2021
Izagirre Gorka,Astana - Premier Tech,205,51,best-classic-riders,2021
Mohorič Matej,Bahrain - Victorious,197,52,best-classic-riders,2021
Formolo Davide,UAE Team Emirates,178,57,best-classic-riders,2021
Sagan Peter,BORA - hansgrohe,170,61,best-classic-riders,2021
Caruso Damiano,Bahrain - Victorious,160,68,best-classic-riders,2021
Krieger Alexander,Alpecin-Fenix,160,67,best-classic-riders,2021
Sivakov Pavel,INEOS Grenadiers,150,75,best-classic-riders,2021
Moschetti Matteo,Trek - Segafredo,150,74,best-classic-riders,2021
Cavagna Rémi,Deceuninck - Quick Step,144,77,best-classic-riders,2021
Molard Rudy,Groupama - FDJ,143,78,best-classic-riders,2021
Mosca Jacopo,Trek - Segafredo,142,79,best-classic-riders,2021
Viviani Elia,Cofidis,129,87,best-classic-riders,2021
Keukeleire Jens,EF Education - Nippo,129,86,best-classic-riders,2021
Martin Dan,Israel Start-Up Nation,126,88,best-classic-riders,2021
Covi Alessandro,UAE Team Emirates,123,93,best-classic-riders,2021
Mollema Bauke,Trek - Segafredo,120,95,best-classic-riders,2021
Gaviria Fernando,UAE Team Emirates,115,97,best-classic-riders,2021
Kangert Tanel,Team BikeExchange,111,100,best-classic-riders,2021
De Marchi Alessandro,Israel Start-Up Nation,110,102,best-classic-riders,2021
De Bondt Dries,Alpecin-Fenix,93,114,best-classic-riders,2021
Conti Valerio,UAE Team Emirates,92,115,best-classic-riders,2021
Buchmann Emanuel,BORA - hansgrohe,91,117,best-classic-riders,2021
Visconti Giovanni,Bardiani-CSF-Faizanè,90,118,best-classic-riders,2021
Almeida João,Deceuninck - Quick Step,88,122,best-classic-riders,2021
Soler Marc,Movistar Team,83,128,best-classic-riders,2021
Felline Fabio,Astana - Premier Tech,78,135,best-classic-riders,2021
Carr Simon,EF Education - Nippo,75,141,best-classic-riders,2021
Naesen Lawrence,AG2R Citroën Team,73,146,best-classic-riders,2021
Martínez Daniel Felipe,INEOS Grenadiers,72,147,best-classic-riders,2021
Dekker David,Team Jumbo-Visma,70,153,best-classic-riders,2021
Gabburo Davide,Bardiani-CSF-Faizanè,69,155,best-classic-riders,2021
Battaglin Enrico,Bardiani-CSF-Faizanè,67,161,best-classic-riders,2021
Vervaeke Louis,Alpecin-Fenix,66,163,best-classic-riders,2021
Bardet Romain,Team DSM,66,164,best-classic-riders,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,61,175,best-classic-riders,2021
Edet Nicolas,Cofidis,59,180,best-classic-riders,2021
Battistella Samuele,Astana - Premier Tech,56,191,best-classic-riders,2021
Brambilla Gianluca,Trek - Segafredo,54,201,best-classic-riders,2021
Bilbao Pello,Bahrain - Victorious,54,200,best-classic-riders,2021
Walscheid Max,Team Qhubeka ASSOS,50,209,best-classic-riders,2021
Lindeman Bert-Jan,Team Qhubeka ASSOS,47,214,best-classic-riders,2021
Landa Mikel,Bahrain - Victorious,47,215,best-classic-riders,2021
Villella Davide,Movistar Team,47,212,best-classic-riders,2021
Petilli Simone,Intermarché - Wanty - Gobert Matériaux,45,217,best-classic-riders,2021
Jorgenson Matteo,Movistar Team,43,222,best-classic-riders,2021
Schultz Nick,Team BikeExchange,43,226,best-classic-riders,2021
De Buyst Jasper,Lotto Soudal,41,231,best-classic-riders,2021
Seigle Romain,Groupama - FDJ,40,237,best-classic-riders,2021
Yates Simon,Team BikeExchange,40,243,best-classic-riders,2021
Neilands Krists,Israel Start-Up Nation,38,255,best-classic-riders,2021
Valter Attila,Groupama - FDJ,37,258,best-classic-riders,2021
Ghebreigzabhier Amanuel,Trek - Segafredo,37,260,best-classic-riders,2021
Albanese Vincenzo,EOLO-Kometa,36,264,best-classic-riders,2021
Sánchez Luis León,Astana - Premier Tech,35,272,best-classic-riders,2021
Cataldo Dario,Movistar Team,33,275,best-classic-riders,2021
Guerreiro Ruben,EF Education - Nippo,32,284,best-classic-riders,2021
van der Hoorn Taco,Intermarché - Wanty - Gobert Matériaux,32,278,best-classic-riders,2021
Kluge Roger,Lotto Soudal,32,289,best-classic-riders,2021
Ravasi Edward,EOLO-Kometa,31,290,best-classic-riders,2021
Moscon Gianni,INEOS Grenadiers,31,293,best-classic-riders,2021
Pellaud Simon,Androni Giocattoli - Sidermec,30,301,best-classic-riders,2021
Belletti Manuel,EOLO-Kometa,30,303,best-classic-riders,2021
Tejada Harold,Astana - Premier Tech,29,311,best-classic-riders,2021
Masnada Fausto,Deceuninck - Quick Step,29,307,best-classic-riders,2021
Oldani Stefano,Lotto Soudal,28,315,best-classic-riders,2021
Serry Pieter,Deceuninck - Quick Step,28,313,best-classic-riders,2021
Guglielmi Simon,Groupama - FDJ,27,320,best-classic-riders,2021
Fiorelli Filippo,Bardiani-CSF-Faizanè,26,324,best-classic-riders,2021
Hirt Jan,Intermarché - Wanty - Gobert Matériaux,25,342,best-classic-riders,2021
Roche Nicolas,Team DSM,25,337,best-classic-riders,2021
Martens Paul,Team Jumbo-Visma,25,339,best-classic-riders,2021
Vanhoucke Harm,Lotto Soudal,25,336,best-classic-riders,2021
Marczyński Tomasz,Lotto Soudal,24,348,best-classic-riders,2021
Gavazzi Francesco,EOLO-Kometa,24,350,best-classic-riders,2021
Meyer Cameron,Team BikeExchange,23,362,best-classic-riders,2021
Narváez Jhonatan,INEOS Grenadiers,22,372,best-classic-riders,2021
Warbasse Larry,AG2R Citroën Team,22,376,best-classic-riders,2021
Riesebeek Oscar,Alpecin-Fenix,21,386,best-classic-riders,2021
Consonni Simone,Cofidis,21,385,best-classic-riders,2021
Juul-Jensen Christopher,Team BikeExchange,20,390,best-classic-riders,2021
Goossens Kobe,Lotto Soudal,20,395,best-classic-riders,2021
Caicedo Jonathan Klever,EF Education - Nippo,20,393,best-classic-riders,2021
Denz Nico,Team DSM,20,394,best-classic-riders,2021
Cimolai Davide,Israel Start-Up Nation,19,407,best-classic-riders,2021
Keisse Iljo,Deceuninck - Quick Step,18,420,best-classic-riders,2021
Fabbro Matteo,BORA - hansgrohe,18,419,best-classic-riders,2021
Leysen Senne,Alpecin-Fenix,17,432,best-classic-riders,2021
Arashiro Yukiya,Bahrain - Victorious,17,427,best-classic-riders,2021
Badilatti Matteo,Groupama - FDJ,17,434,best-classic-riders,2021
Champoussin Clément,AG2R Citroën Team,16,441,best-classic-riders,2021
Dina Márton,EOLO-Kometa,16,442,best-classic-riders,2021
Marengo Umberto,Bardiani-CSF-Faizanè,15,450,best-classic-riders,2021
Lafay Victor,Cofidis,15,487,best-classic-riders,2021
Oliveira Nelson,Movistar Team,15,459,best-classic-riders,2021
Pronskiy Vadim,Astana - Premier Tech,15,478,best-classic-riders,2021
Zana Filippo,Bardiani-CSF-Faizanè,14,525,best-classic-riders,2021
Janssens Jimmy,Alpecin-Fenix,14,524,best-classic-riders,2021
Benedetti Cesare,BORA - hansgrohe,13,553,best-classic-riders,2021
Oss Daniel,BORA - hansgrohe,13,555,best-classic-riders,2021
Storer Michael,Team DSM,13,532,best-classic-riders,2021
Kanter Max,Team DSM,12,564,best-classic-riders,2021
Arndt Nikias,Team DSM,10,630,best-classic-riders,2021
Carboni Giovanni,Bardiani-CSF-Faizanè,10,655,best-classic-riders,2021
Sepúlveda Eduardo,Androni Giocattoli - Sidermec,10,584,best-classic-riders,2021
Bernal Egan,INEOS Grenadiers,10,589,best-classic-riders,2021
Wiśniowski Łukasz,Team Qhubeka ASSOS,9,664,best-classic-riders,2021
de Kort Koen,Trek - Segafredo,8,681,best-classic-riders,2021
Sabatini Fabio,Cofidis,8,697,best-classic-riders,2021
Hindley Jai,Team DSM,8,699,best-classic-riders,2021
Bouchard Geoffrey,AG2R Citroën Team,8,689,best-classic-riders,2021
Gallopin Tony,AG2R Citroën Team,8,698,best-classic-riders,2021
Mäder Gino,Bahrain - Victorious,7,719,best-classic-riders,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,7,751,best-classic-riders,2021
Fortunato Lorenzo,EOLO-Kometa,6,774,best-classic-riders,2021
Dowsett Alex,Israel Start-Up Nation,6,763,best-classic-riders,2021
Ganna Filippo,INEOS Grenadiers,6,769,best-classic-riders,2021
Großschartner Felix,BORA - hansgrohe,5,842,best-classic-riders,2021
Rubio Einer Augusto,Movistar Team,5,843,best-classic-riders,2021
Bouwman Koen,Team Jumbo-Visma,5,793,best-classic-riders,2021
Hamilton Chris,Team DSM,5,827,best-classic-riders,2021
Gougeard Alexis,AG2R Citroën Team,5,837,best-classic-riders,2021
Puccio Salvatore,INEOS Grenadiers,5,825,best-classic-riders,2021
Scotson Callum,Team BikeExchange,5,790,best-classic-riders,2021
Richeze Maximiliano,UAE Team Emirates,5,788,best-classic-riders,2021
Torres Albert,Movistar Team,5,859,best-classic-riders,2021
van den Berg Julius,EF Education - Nippo,5,797,best-classic-riders,2021
Sobrero Matteo,Astana - Premier Tech,4,905,best-classic-riders,2021
Schmid Mauro,Team Qhubeka ASSOS,3,951,best-classic-riders,2021
Affini Edoardo,Team Jumbo-Visma,3,940,best-classic-riders,2021
van Emden Jos,Team Jumbo-Visma,2,984,best-classic-riders,2021
Almeida João,UAE Team Emirates,932,2,top-gc-riders,2022
Porte Richie,INEOS Grenadiers,655,8,top-gc-riders,2022
Carapaz Richard,INEOS Grenadiers,632,9,top-gc-riders,2022
Kelderman Wilco,BORA - hansgrohe,610,11,top-gc-riders,2022
Yates Simon,Team BikeExchange - Jayco,576,13,top-gc-riders,2022
Bilbao Pello,Bahrain - Victorious,555,15,top-gc-riders,2022
Martin Guillaume,Cofidis,515,19,top-gc-riders,2022
Bardet Romain,Team DSM,448,27,top-gc-riders,2022
Ulissi Diego,UAE Team Emirates,445,28,top-gc-riders,2022
Valverde Alejandro,Movistar Team,438,30,top-gc-riders,2022
Landa Mikel,Bahrain - Victorious,400,32,top-gc-riders,2022
Carthy Hugh,EF Education-EasyPost,385,36,top-gc-riders,2022
de la Cruz David,Astana Qazaqstan Team,354,37,top-gc-riders,2022
Hamilton Lucas,Team BikeExchange - Jayco,320,41,top-gc-riders,2022
Nibali Vincenzo,Astana Qazaqstan Team,319,42,top-gc-riders,2022
Poels Wout,Bahrain - Victorious,295,48,top-gc-riders,2022
Skjelmose Jensen Mattias,Trek - Segafredo,276,52,top-gc-riders,2022
López Miguel Ángel,Astana Qazaqstan Team,265,56,top-gc-riders,2022
Mollema Bauke,Trek - Segafredo,240,63,top-gc-riders,2022
Aleotti Giovanni,BORA - hansgrohe,240,64,top-gc-riders,2022
Pedrero Antonio,Movistar Team,238,65,top-gc-riders,2022
Bouwman Koen,Jumbo-Visma,218,72,top-gc-riders,2022
Fortunato Lorenzo,EOLO-Kometa,216,73,top-gc-riders,2022
Vanhoucke Harm,Lotto Soudal,210,75,top-gc-riders,2022
Foss Tobias,Jumbo-Visma,205,80,top-gc-riders,2022
Oomen Sam,Jumbo-Visma,195,87,top-gc-riders,2022
Sivakov Pavel,INEOS Grenadiers,194,88,top-gc-riders,2022
Formolo Davide,UAE Team Emirates,191,90,top-gc-riders,2022
Costa Rui,UAE Team Emirates,183,94,top-gc-riders,2022
Rochas Rémy,Cofidis,181,96,top-gc-riders,2022
Démare Arnaud,Groupama - FDJ,175,100,top-gc-riders,2022
Sepúlveda Eduardo,Drone Hopper -  Androni Giocattoli,173,103,top-gc-riders,2022
Zana Filippo,Bardiani-CSF-Faizanè,166,109,top-gc-riders,2022
Kudus Merhawi,EF Education-EasyPost,163,112,top-gc-riders,2022
Howson Damien,Team BikeExchange - Jayco,161,114,top-gc-riders,2022
Vansevenant Mauri,Quick-Step Alpha Vinyl Team,155,115,top-gc-riders,2022
Sosa Iván Ramiro,Movistar Team,153,116,top-gc-riders,2022
Castroviejo Jonathan,INEOS Grenadiers,150,120,top-gc-riders,2022
López Juan Pedro,Trek - Segafredo,150,119,top-gc-riders,2022
Pozzovivo Domenico,Intermarché - Wanty - Gobert Matériaux,145,123,top-gc-riders,2022
Eenkhoorn Pascal,Jumbo-Visma,143,125,top-gc-riders,2022
Valter Attila,Groupama - FDJ,140,130,top-gc-riders,2022
Hindley Jai,BORA - hansgrohe,128,143,top-gc-riders,2022
Sobrero Matteo,Team BikeExchange - Jayco,123,148,top-gc-riders,2022
Buchmann Emanuel,BORA - hansgrohe,117,160,top-gc-riders,2022
Arensman Thymen,Team DSM,116,163,top-gc-riders,2022
Cepeda Jefferson Alexander,Drone Hopper -  Androni Giocattoli,110,173,top-gc-riders,2022
Taaramäe Rein,Intermarché - Wanty - Gobert Matériaux,108,176,top-gc-riders,2022
Hirt Jan,Intermarché - Wanty - Gobert Matériaux,103,184,top-gc-riders,2022
Buitrago Santiago,Bahrain - Victorious,103,182,top-gc-riders,2022
Rota Lorenzo,Intermarché - Wanty - Gobert Matériaux,96,194,top-gc-riders,2022
Covi Alessandro,UAE Team Emirates,94,198,top-gc-riders,2022
Riesebeek Oscar,Alpecin-Fenix,92,204,top-gc-riders,2022
Knox James,Quick-Step Alpha Vinyl Team,90,209,top-gc-riders,2022
Tulett Ben,INEOS Grenadiers,88,213,top-gc-riders,2022
Périchon Pierre-Luc,Cofidis,85,223,top-gc-riders,2022
Villella Davide,Cofidis,85,220,top-gc-riders,2022
Dumoulin Tom,Jumbo-Visma,85,219,top-gc-riders,2022
Bol Cees,Team DSM,83,227,top-gc-riders,2022
Pronskiy Vadim,Astana Qazaqstan Team,80,234,top-gc-riders,2022
Felline Fabio,Astana Qazaqstan Team,77,238,top-gc-riders,2022
Cort Magnus,EF Education-EasyPost,74,242,top-gc-riders,2022
Ciccone Giulio,Trek - Segafredo,73,245,top-gc-riders,2022
De Marchi Alessandro,Israel - Premier Tech,73,246,top-gc-riders,2022
Bayer Tobias,Alpecin-Fenix,69,260,top-gc-riders,2022
Tratnik Jan,Bahrain - Victorious,62,277,top-gc-riders,2022
Gabburo Davide,Bardiani-CSF-Faizanè,61,281,top-gc-riders,2022
Juul-Jensen Christopher,Team BikeExchange - Jayco,60,286,top-gc-riders,2022
Fiorelli Filippo,Bardiani-CSF-Faizanè,60,287,top-gc-riders,2022
Theuns Edward,Trek - Segafredo,58,291,top-gc-riders,2022
Covili Luca,Bardiani-CSF-Faizanè,56,297,top-gc-riders,2022
Oldani Stefano,Alpecin-Fenix,56,300,top-gc-riders,2022
Prodhomme Nicolas,AG2R Citroën Team,53,315,top-gc-riders,2022
Combaud Romain,Team DSM,53,320,top-gc-riders,2022
Hamilton Chris,Team DSM,51,331,top-gc-riders,2022
Scotson Miles,Groupama - FDJ,50,342,top-gc-riders,2022
Mørkøv Michael,Quick-Step Alpha Vinyl Team,50,338,top-gc-riders,2022
Benedetti Cesare,BORA - hansgrohe,48,349,top-gc-riders,2022
Dombrowski Joe,Astana Qazaqstan Team,47,357,top-gc-riders,2022
Zwiehoff Ben,BORA - hansgrohe,47,354,top-gc-riders,2022
Perez Anthony,Cofidis,46,363,top-gc-riders,2022
Puccio Salvatore,INEOS Grenadiers,45,367,top-gc-riders,2022
Arcas Jorge,Movistar Team,45,366,top-gc-riders,2022
Tagliani Filippo,Drone Hopper -  Androni Giocattoli,44,378,top-gc-riders,2022
De Bondt Dries,Alpecin-Fenix,44,376,top-gc-riders,2022
Kreder Wesley,Cofidis,43,383,top-gc-riders,2022
Carr Simon,EF Education-EasyPost,43,382,top-gc-riders,2022
Krieger Alexander,Alpecin-Fenix,40,407,top-gc-riders,2022
Denz Nico,Team DSM,40,400,top-gc-riders,2022
Cataldo Dario,Trek - Segafredo,40,409,top-gc-riders,2022
Hollenstein Reto,Israel - Premier Tech,40,410,top-gc-riders,2022
Albanese Vincenzo,EOLO-Kometa,39,417,top-gc-riders,2022
Biermans Jenthe,Israel - Premier Tech,39,412,top-gc-riders,2022
Samitier Sergio,Movistar Team,39,415,top-gc-riders,2022
De Gendt Thomas,Lotto Soudal,38,425,top-gc-riders,2022
Zabel Rick,Israel - Premier Tech,38,420,top-gc-riders,2022
Rojas José Joaquín,Movistar Team,38,419,top-gc-riders,2022
Consonni Simone,Cofidis,38,424,top-gc-riders,2022
Richeze Maximiliano,UAE Team Emirates,38,418,top-gc-riders,2022
Ravanelli Simone,Drone Hopper -  Androni Giocattoli,37,435,top-gc-riders,2022
Vliegen Loïc,Intermarché - Wanty - Gobert Matériaux,37,429,top-gc-riders,2022
Calmejane Lilian,AG2R Citroën Team,35,447,top-gc-riders,2022
Leysen Senne,Alpecin-Fenix,35,457,top-gc-riders,2022
Tesfatsion Natnael,Drone Hopper -  Androni Giocattoli,34,462,top-gc-riders,2022
Gaviria Fernando,UAE Team Emirates,33,471,top-gc-riders,2022
Brändle Matthias,Israel - Premier Tech,33,469,top-gc-riders,2022
Vendrame Andrea,AG2R Citroën Team,33,472,top-gc-riders,2022
Tusveld Martijn,Team DSM,32,475,top-gc-riders,2022
Cavendish Mark,Quick-Step Alpha Vinyl Team,31,489,top-gc-riders,2022
Camargo Diego Andrés,EF Education-EasyPost,30,506,top-gc-riders,2022
Moniquet Sylvain,Lotto Soudal,30,493,top-gc-riders,2022
Affini Edoardo,Jumbo-Visma,30,496,top-gc-riders,2022
van den Berg Julius,EF Education-EasyPost,30,507,top-gc-riders,2022
Mosca Jacopo,Trek - Segafredo,30,503,top-gc-riders,2022
Ballerini Davide,Quick-Step Alpha Vinyl Team,30,500,top-gc-riders,2022
Hepburn Michael,Team BikeExchange - Jayco,28,530,top-gc-riders,2022
Craddock Lawson,Team BikeExchange - Jayco,28,522,top-gc-riders,2022
Tejada Harold,Astana Qazaqstan Team,28,526,top-gc-riders,2022
Gall Felix,AG2R Citroën Team,26,537,top-gc-riders,2022
Van Lerberghe Bert,Quick-Step Alpha Vinyl Team,25,560,top-gc-riders,2022
Cimolai Davide,Cofidis,25,551,top-gc-riders,2022
Oliveira Rui,UAE Team Emirates,25,543,top-gc-riders,2022
Sinkeldam Ramon,Groupama - FDJ,25,555,top-gc-riders,2022
Scotson Callum,Team BikeExchange - Jayco,25,542,top-gc-riders,2022
